SXM,North America,Sint Maarten (Dutch part),42882.0,"",36327.232,"",78.95
BFA,Africa,Burkina Faso,2.0903278E7,17.6,1703.102,0.4,61.58
ROU,Europe,Romania,1.9237682E7,43.0,23313.199,6.892,76.05
BES,North America,Bonaire Sint Eustatius and Saba,26221.0,"","","",77.79
MWI,Africa,Malawi,1.9129955E7,18.1,1095.042,1.3,64.26
PRT,Europe,Portugal,1.0196707E7,46.2,27936.896,3.39,82.05
AIA,North America,Anguilla,15002.0,"","","",81.88
PYF,Oceania,French Polynesia,280904.0,32.7,"","",77.66
AND,Europe,Andorra,77265.0,"","","",83.73
STP,Africa,Sao Tome and Principe,219161.0,18.7,3052.714,2.9,70.39
